student_id,age,gender,school_type,parent_education,internet_access,tutoring,study_hours_per_day,attendance_percent,sleep_hours,assignments_completed_out_of_10,previous_term_score,exam_score,pass_fail,grade_band
S00959,21.0,Male,Private,Diploma,No,No,4.8,80.9,7.0,5,59.0,82,True,A+
S00960,25.0,Male,Private,BSc,Yes,No,2.9,97.5,5.5,4,66.0,66,True,B
S00961,25.0,Male,Private,Diploma,Yes,Yes,0.8,85.8,6.8,6,52.0,57,True,C
S00962,20.0,Female,Private,Secondary,Yes,No,5.9,52.7,7.7,10,48.0,82,True,A+
S00963,25.0,Male,Public,Secondary,Yes,No,4.3,77.4,5.2,8,66.0,86,True,A+
S00964,17.0,Female,Private,Diploma,Yes,No,3.9,86.1,8.1,3,74.0,71,True,A
S00965,25.0,Male,Public,Secondary,Yes,No,4.5,55.8,7.4,10,49.0,68,True,B
S00966,24.0,Female,Public,BSc,Yes,Yes,2.6,81.4,7.2,0,54.0,73,True,A
S00967,19.0,Male,Private,Primary,Yes,No,5.3,59.5,4.8,3,69.0,79,True,A
S00968,21.0,Female,Private,Primary,Yes,No,3.9,59.5,6.3,0,38.0,61,True,B
S00969,24.0,Male,Public,MSc/PhD,Yes,Yes,1.2,65.6,6.5,2,34.0,45,False,D
S00970,23.0,Female,Public,Secondary,Yes,Yes,1.8,67.9,8.3,5,47.0,60,True,B
S00971,23.0,Male,Public,BSc,Yes,No,3.7,52.0,5.9,7,51.0,55,True,C
S00972,21.0,Female,Public,Secondary,No,Yes,4.7,67.2,7.9,5,85.0,71,True,A
S00973,21.0,Male,Public,Diploma,No,No,3.7,78.5,5.7,1,59.0,69,True,B
S00974,24.0,Female,Public,Secondary,No,No,5.5,67.1,7.0,3,59.0,72,True,A
S00975,22.0,Male,Public,Diploma,No,No,4.2,56.1,8.0,8,58.0,71,True,A
S00976,22.0,Female,Public,Secondary,Yes,Yes,5.3,97.0,7.1,2,91.0,100,True,A+
S00977,19.0,Male,Public,None,Yes,Yes,2.1,97.4,7.6,0,69.0,68,True,B
S00978,21.0,Female,Public,Secondary,Yes,No,1.3,80.6,7.5,4,27.0,35,False,F
S00979,19.0,Female,Private,Secondary,Yes,No,1.0,77.8,6.7,4,53.0,36,False,F
S00980,18.0,Female,Private,Diploma,Yes,No,3.7,93.0,8.6,5,60.0,78,True,A
S00981,25.0,Female,Public,Diploma,Yes,No,5.6,94.1,7.3,7,91.0,91,True,A+
S00982,20.0,Male,Private,None,Yes,No,6.0,72.6,8.8,5,70.0,88,True,A+
S00983,18.0,Male,Public,Diploma,Yes,No,2.2,57.2,7.5,4,22.0,47,False,D
S00984,20.0,Female,Public,Primary,No,Yes,3.3,45.9,8.3,8,44.0,62,True,B
S00985,24.0,Female,Public,MSc/PhD,Yes,No,1.9,,6.5,10,64.0,57,True,C
S00986,21.0,Male,Public,Secondary,No,Yes,1.0,39.8,6.2,2,37.0,37,False,F
S00987,18.0,Male,Public,Secondary,Yes,No,4.6,45.1,7.0,8,54.0,64,True,B
S00988,18.0,Male,Public,Primary,Yes,Yes,4.2,58.1,5.6,9,63.0,80,True,A+
S00989,22.0,Male,Public,Secondary,Yes,No,3.8,69.0,6.5,3,61.0,61,True,B
S00990,17.0,Male,Public,Primary,Yes,Yes,4.7,65.3,6.5,7,64.0,65,True,B
S00991,18.0,Female,Private,MSc/PhD,Yes,No,2.3,86.7,6.6,1,43.0,56,True,C
S00992,25.0,Male,Private,None,Yes,Yes,3.7,53.6,6.9,4,58.0,62,True,B
S00993,24.0,Female,Public,Diploma,Yes,Yes,4.0,85.3,5.2,11,72.0,67,True,B
S00994,17.0,Male,Public,Secondary,Yes,Yes,,57.6,5.6,0,61.0,83,True,A+
S00995,19.0,Male,Private,MSc/PhD,Yes,No,2.3,65.4,6.8,5,56.0,59,True,C
S00996,17.0,Female,Private,None,Yes,Yes,3.2,91.2,7.8,8,80.0,92,True,A+
S00997,21.0,Female,Public,MSc/PhD,Yes,Yes,4.1,68.7,9.1,6,67.0,93,True,A+
S00998,20.0,Male,Private,Primary,Yes,No,3.4,57.0,6.1,6,38.0,47,False,D
S00999,19.0,Female,Public,Secondary,Yes,No,1.3,52.5,7.5,12,20.0,51,True,C
S01000,21.0,Male,Private,BSc,No,Yes,3.8,99.1,5.4,7,63.0,88,True,A+
S01001,18.0,Male,Public,Secondary,No,No,5.0,95.3,5.5,10,89.0,96,True,A+
S01002,23.0,Male,Public,BSc,No,Yes,3.2,45.1,8.6,4,39.0,42,False,D
S01003,21.0,Male,Private,Secondary,Yes,No,4.6,71.6,6.2,9,73.0,91,True,A+
S01004,23.0,Female,Public,Secondary,Yes,No,5.9,57.3,6.8,12,91.0,80,True,A+
S01005,17.0,Female,Private,Primary, Yes ,No,1.7,64.6,6.2,7,29.0,38,False,F
S01006,18.0,Female,Public,Diploma, Yes ,No,1.9,80.3,7.4,2,39.0,55,True,C
S01007,18.0,Female,Public,BSc,No,Yes,2.1,49.5,5.7,7,42.0,41,False,D
S01008,25.0,Female,Private,Secondary,No,Yes,0.4,65.2,6.1,6,35.0,34,False,F
S01009,17.0,Female,Public,BSc,Yes,No,4.8,51.3,7.2,5,61.0,83,True,A+
S01010,24.0,Female,Public,BSc,No,Yes,3.7,41.1,6.2,1,50.0,54,True,C
S01011,17.0,Male,Private,Diploma,No,No,5.1,99.9,6.0,5,82.0,100,True,A+
S01012,24.0,Female,Private,BSc,Yes,Yes,4.0,72.4,7.4,3,54.0,89,True,A+
S01013,25.0,Male,Private,Diploma,No,No,2.2,89.0,8.4,3,,61,True,B
S01014,25.0,Male,Private,Secondary,Yes,Yes,0.8,96.1,7.4,4,43.0,50,True,C
S01015,18.0,Female,Public,Diploma,No,Yes,4.8,67.5,6.7,2,77.0,88,True,A+
S01016,22.0,Female,Public,BSc,Yes,Yes,6.4,78.4,7.0,7,86.0,100,True,A+
S01017,21.0,Female,Public,Secondary,No,No,3.8,35.6,10.0,3,41.0,45,False,D
S01018,17.0,Male,Public,BSc,No,No,4.6,66.2,7.8,3,67.0,81,True,A+
S01019,17.0,Male,Private,Diploma,No,No,1.9,54.8,7.2,9,47.0,41,False,D
S01020,18.0,Male,Private,BSc,Yes,Yes,5.7,44.4,8.5,7,78.0,87,True,A+
S01021,25.0,Male,Public,Secondary,Yes,Yes,4.4,53.6,8.7,9,49.0,81,True,A+
S01022,23.0,Female,Private,BSc,Yes,No,1.6,58.3,8.2,9,36.0,35,False,F
S01023,23.0,Male,Public,MSc/PhD,Yes,No,5.1,62.3,7.2,5,44.0,82,True,A+
S01024,20.0,Male,Public,Secondary,Yes,No,1.9,51.1,5.0,4,52.0,38,False,F
S01025,20.0,Female,Public,BSc,Yes,Yes,3.9,49.9,6.6,8,58.0,74,True,A
S01026,21.0,Female,Private,Secondary,No,Yes,2.5,89.4,5.6,8,59.0,48,False,D
S01027,23.0,Female,Public,Primary,Yes,Yes,5.6,44.6,4.7,6,77.0,84,True,A+
S01028,25.0,Male,Private,BSc,Yes,No,6.0,88.4,7.0,0,100.0,98,True,A+
S01029,18.0,Male,Public,Diploma,Yes,Yes,0.6,72.5,6.3,3,20.0,48,False,D
S01030,18.0,Male,Public,Secondary,Yes,No,2.1,72.5,7.7,8,57.0,68,True,B
S01031,24.0,Female,Public,Secondary,Yes,No,3.8,43.0,6.2,4,46.0,52,True,C
S01032,17.0,Female,Private,Diploma,Yes,No,,97.3,6.1,5,90.0,100,True,A+
S01033,20.0,Male,Public,Secondary,Yes,No,4.4,61.8,7.9,9,53.0,89,True,A+
S01034,19.0,Male,Private,Primary,Yes,No,1.9,85.4,6.9,9,60.0,69,True,B
S01035,24.0,Female,Public,,Yes,Yes,0.8,51.5,6.7,5,21.0,39,False,F
S01036,22.0,Male,Private,BSc,Yes,Yes,4.7,,6.6,6,71.0,76,True,A
S01037,23.0,Female,Public,Secondary,No,No,6.3,74.1,6.9,2,72.0,94,True,A+
S01038,25.0,Female,Public,BSc,No,No,0.5,67.7,4.1,5,44.0,19,False,F
S01039,24.0,Female,Public,BSc,Yes,No,1.4,,7.3,5,53.0,70,True,A
S01040,22.0,Female,Private,Secondary,Yes,No,4.2,49.7,4.8,6,49.0,50,True,C
S01041,18.0,Male,Private,Secondary,Yes,Yes,3.3,72.8,6.9,4,67.0,81,True,A+
S01042,18.0,Male,Private,Primary, Yes ,Yes,4.8,61.2,6.8,1,69.0,82,True,A+
S01043,25.0,Male,Public,Diploma,yes,Yes,1.3,,4.7,10,39.0,47,False,D
S01044,23.0,Male,Public,BSc,No,No,5.2,52.4,7.6,9,49.0,71,True,A
S01045,20.0,Male,Private,Secondary,No,No,3.3,99.6,6.9,6,69.0,83,True,A+
S01046,24.0,Male,Public,Secondary,No,No,2.9,41.8,5.7,6,46.0,36,False,F
S01047,19.0,Male,Public,Primary,yes,No,3.6,89.6,7.5,6,77.0,63,True,B
S01048,21.0,Female,Public,None,No,Yes,5.0,58.3,7.2,9,58.0,97,True,A+
S01049,24.0,Female,Public,Secondary,Yes,No,4.7,63.7,7.4,9,66.0,81,True,A+
S01050,20.0,Female,Public,BSc,Yes,No,3.4,49.1,7.9,3,48.0,44,False,D
S01051,20.0,Male,Public,Secondary,Yes,No,1.5,83.4,7.2,9,29.0,55,True,C
S01052,23.0,Female,Private,Secondary,Yes,No,1.0,83.4,6.8,13,30.0,60,True,B
S01053,24.0,Male,Private,Primary,No,Yes,2.8,90.1,7.7,6,76.0,74,True,A
S01054,24.0,Female,Public,Primary, Yes ,No,4.8,67.5,8.0,5,70.0,82,True,A+
S01055,19.0,Male,Public,BSc,Yes,No,6.0,57.8,7.8,1,71.0,79,True,A
S01056,21.0,Female,Public,BSc,Yes,No,6.4,62.3,7.5,0,81.0,94,True,A+
S01057,24.0,Female,Private,MSc/PhD,No,No,1.0,61.3,6.8,6,20.0,41,False,D
S01058,24.0,Male,Public,Primary,No,No,3.9,37.4,7.5,11,60.0,55,True,C
S01059,19.0,Male,Public,BSc,Yes,No,1.4,76.0,5.5,6,52.0,43,False,D
S01060,18.0,Male,Private,Primary,Yes,No,5.9,37.5,6.1,5,58.0,76,True,A
S01061,25.0,Female,Public,Diploma,Yes,No,1.3,77.6,9.0,7,39.0,52,True,C
S01062,24.0,Male,Private,Secondary,Yes,No,5.4,75.4,6.0,10,100.0,86,True,A+
S01063,20.0,Male,Private,Primary,yes,No,6.3,52.7,6.6,7,73.0,90,True,A+
S01064,24.0,Female,Private,Primary,Yes,No,4.6,50.1,6.2,10,54.0,81,True,A+
S01065,18.0,Female,Public,MSc/PhD,Yes,Yes,,85.2,5.3,7,71.0,88,True,A+
S01066,20.0,Male,Public,MSc/PhD,Yes,No,0.6,71.5,6.0,5,20.0,29,False,F
S01067,22.0,Male,Public,MSc/PhD, Yes ,No,0.9,68.4,7.0,8,37.0,24,False,F
S01068,17.0,Male,Private,None,Yes,No,3.0,85.7,6.3,3,47.0,73,True,A
S01069,20.0,Male,Private,MSc/PhD,No,No,2.9,73.6,5.9,4,54.0,65,True,B
S01070,23.0,Female,Private,None,No,No,5.5,76.3,7.8,2,,86,True,A+
S01071,20.0,Female,Public,Secondary,No,Yes,5.5,73.8,5.5,5,,83,True,A+
S01072,20.0,Female,Public,Primary, Yes ,No,5.3,73.7,8.2,4,84.0,76,True,A
S01073,18.0,Male,Public,None,Yes,Yes,0.8,96.9,6.6,8,40.0,57,True,C
S01074,19.0,Male,Public,Secondary,Yes,No,1.5,85.7,6.4,6,40.0,33,False,F
S01075,21.0,Female,Public,BSc,Yes,No,,50.5,7.9,9,57.0,73,True,A
S01076,17.0,Female,Public,Diploma,Yes,Yes,2.9,48.9,5.2,8,66.0,60,True,B
S01077,20.0,Female,Public,Diploma,Yes,Yes,3.0,83.1,5.5,0,58.0,60,True,B
S01078,23.0,Male,Public,BSc,Yes,No,6.1,89.4,7.6,5,92.0,100,True,A+
S01079,19.0,Female,Public,Primary,Yes,No,5.9,54.0,7.2,0,75.0,70,True,A
S01080,23.0,Female,Public,Primary,Yes,Yes,5.5,84.9,6.9,9,92.0,98,True,A+
S01081,17.0,Female,Public,Secondary,Yes,No,5.3,35.0,9.2,8,46.0,85,True,A+
S01082,23.0,Male,Public,MSc/PhD,Yes,No,6.1,68.9,8.1,3,81.0,100,True,A+
S01083,19.0,Female,Public,BSc, Yes ,No,0.9,80.9,3.8,2,41.0,46,False,D
S01084,22.0,Male,Private,Diploma,Yes,No,5.0,70.5,8.8,7,67.0,82,True,A+
S01085,22.0,Male,Public,Secondary,Yes,Yes,1.4,68.5,5.6,6,47.0,37,False,F
S01086,25.0,Male,Public,BSc,No,No,,62.6,6.3,2,61.0,74,True,A
S01087,17.0,Female,Public,BSc,No,No,0.7,59.1,7.1,10,41.0,37,False,F
S01088,23.0,Male,Public,Primary,No,Yes,6.4,74.7,7.0,1,79.0,100,True,A+
S01089,17.0,Male,Public,Primary,Yes,No,6.3,85.8,7.7,6,78.0,100,True,A+
S01090,19.0,Male,Public,Secondary,Yes,No,4.8,84.0,7.6,10,66.0,69,True,B
S01091,17.0,Male,Private,Secondary,Yes,No,2.0,96.3,5.0,0,51.0,55,True,C
S01092,22.0,Female,Public,BSc,No,No,0.9,77.3,8.4,10,35.0,45,False,D
S01093,24.0,Female,Private,BSc,Yes,No,6.0,41.3,7.4,4,65.0,76,True,A
S01094,20.0,Female,Private,Secondary,No,Yes,0.5,75.9,8.5,4,32.0,43,False,D
S01095,24.0,Male,Public,MSc/PhD,Yes,No,0.9,97.6,5.5,1,,52,True,C
S01096,22.0,Male,Public,,Yes,No,1.1,44.5,5.7,6,21.0,23,False,F
S01097,19.0,Female,Public,Primary,No,Yes,1.9,50.6,8.1,10,50.0,33,False,F
S01098,25.0,Female,Public,,No,Yes,6.4,86.4,8.5,7,97.0,100,True,A+
S01099,20.0,Female,Public,None,Yes,No,4.8,45.2,,6,55.0,70,True,A
S01100,19.0,Male,Private,Primary,Yes,No,2.3,79.6,7.1,5,41.0,62,True,B
S01101,22.0,Male,Private,BSc,Yes,No,3.4,85.9,5.9,6,48.0,51,True,C
S01102,22.0,Female,Public,BSc,Yes,No,2.7,67.1,6.5,9,42.0,42,False,D
S01103,20.0,Female,Public,Secondary,No,No,5.1,88.4,6.4,8,60.0,95,True,A+
S01104,20.0,Female,Public,None,Yes,No,2.6,42.9,7.3,4,31.0,46,False,D
S01105,19.0,Female,Public,BSc,Yes,No,3.3,77.6,6.6,2,44.0,82,True,A+
S01106,17.0,Female,Public,BSc,Yes,No,1.8,95.8,8.8,7,55.0,61,True,B
S01107,22.0,Female,Private,Diploma,Yes,No,0.8,53.3,9.3,7,40.0,39,False,F
S01108,18.0,Male,Public,Secondary,Yes,Yes,0.6,84.9,7.2,8,42.0,45,False,D
S01109,20.0,Female,Public,BSc,Yes,No,4.1,95.6,6.6,5,67.0,82,True,A+
S01110,25.0,Male,Private,,Yes,No,5.8,69.6,5.5,0,87.0,80,True,A+
S01111,22.0,Male,Public,BSc,Yes,Yes,2.9,59.1,5.9,1,37.0,46,False,D
S01112,24.0,Female,Private,Primary,Yes,Yes,6.1,68.5,6.4,2,86.0,100,True,A+
S01113,20.0,Male,Public,BSc,No,No,5.3,48.5,6.4,9,64.0,74,True,A
S01114,21.0,Female,Public,Primary,Yes,Yes,5.5,43.3,7.1,8,67.0,76,True,A
S01115,20.0,Female,Private,Diploma,Yes,No,4.9,45.4,6.7,0,55.0,64,True,B
S01116,18.0,Male,Public,Secondary, Yes ,No,2.4,52.7,6.5,9,32.0,43,False,D
S01117,22.0,Male,Private,MSc/PhD,No,Yes,,92.7,5.8,6,43.0,43,False,D
S01118,22.0,Female,Public,Secondary,No,Yes,3.4,71.8,8.2,1,67.0,76,True,A
S01119,23.0,Female,Public,Primary,Yes,No,6.3,59.5,7.2,1,84.0,81,True,A+
S01120,25.0,Male,Private,Primary,No,No,2.7,48.4,6.7,10,42.0,44,False,D
S01121,24.0,Male,Private,Secondary,Yes,Yes,5.2,49.5,7.2,4,70.0,81,True,A+
S01122,21.0,Female,Private,Secondary,No,No,2.9,70.3,7.7,9,39.0,47,False,D
S01123,22.0,Male,Public,Diploma,Yes,Yes,4.4,66.8,7.7,2,70.0,80,True,A+
S01124,17.0,Female,Public,Diploma,Yes,No,2.5,,6.8,3,20.0,41,False,D
S01125,21.0,Male,Private,Secondary, Yes ,No,1.7,74.3,4.9,3,45.0,40,False,D
S01126,25.0,Female,Public,BSc,No,No,2.3,65.4,9.1,7,57.0,64,True,B
S01127,18.0,Female,Private,Secondary,No,No,1.5,35.1,6.3,2,20.0,37,False,F
S01128,19.0,Female,Public,Secondary,Yes,Yes,0.6,65.5,7.3,0,40.0,47,False,D
S01129,20.0,Female,Public,Secondary,No,Yes,2.9,90.3,6.1,1,56.0,66,True,B
S01130,17.0,Male,Public,None,Yes,Yes,2.1,37.3,6.2,2,35.0,23,False,F
S01131,19.0,Female,Public,Secondary,No,Yes,1.7,99.6,5.3,0,37.0,53,True,C
S01132,22.0,Male,Private,Diploma,Yes,Yes,5.0,89.7,6.3,7,77.0,94,True,A+
S01133,20.0,Female,Public,BSc,No,No,3.5,37.3,8.7,0,53.0,63,True,B
S01134,24.0,Female,Public,Diploma,Yes,Yes,0.7,92.2,5.4,7,33.0,54,True,C
S01135,18.0,Female,Public,Diploma,Yes,No,1.4,55.4,7.1,7,36.0,45,False,D
S01136,20.0,Female,Public,Diploma,Yes,No,3.8,98.3,6.5,1,60.0,80,True,A+
S01137,23.0,Male,Public,Primary,No,Yes,1.2,38.8,8.2,7,20.0,34,False,F
S01138,21.0,Female,Public,Secondary,Yes,Yes,5.2,65.0,7.5,6,60.0,80,True,A+
S01139,19.0,Female,Private,BSc, Yes ,No,4.5,88.9,5.9,14,83.0,93,True,A+
S01140,19.0,Male,Public,Secondary,Yes,No,0.6,87.8,4.7,7,42.0,46,False,D
S01141,18.0,Male,Public,BSc,Yes,No,4.5,94.6,8.5,7,72.0,81,True,A+
S01142,25.0,Male,Private,Secondary,Yes,No,1.9,59.1,7.9,3,54.0,37,False,F
S01143,25.0,Male,Public,Diploma,Yes,Yes,0.8,45.4,6.2,7,20.0,40,False,D
S01144,21.0,Male,Public,Secondary,Yes,No,1.1,67.7,6.6,10,22.0,32,False,F
S01145,25.0,Male,Public,BSc,Yes,No,5.3,98.1,6.9,2,81.0,93,True,A+
S01146,24.0,Female,Public,Secondary,No,No,0.8,94.6,7.1,4,36.0,53,True,C
S01147,19.0,Female,Public,Diploma,Yes,No,3.1,62.9,6.6,5,45.0,53,True,C
S01148,25.0,Male,Public,Diploma,Yes,Yes,2.2,82.1,8.4,4,32.0,70,True,A
S01149,19.0,Female,Public,Primary,Yes,No,4.7,55.3,7.1,8,61.0,76,True,A
S01150,25.0,Female,Public,Primary,No,Yes,6.0,85.3,8.4,1,87.0,100,True,A+
S01151,24.0,Female,Public,Secondary,Yes,No,5.2,92.6,6.1,1,78.0,95,True,A+
S01152,24.0,Male,Public,Diploma,Yes,No,5.3,84.7,7.3,9,78.0,100,True,A+
S01153,25.0,Male,Public,BSc,Yes,Yes,4.4,83.8,7.8,7,57.0,90,True,A+
S01154,21.0,Female,Private,BSc,No,No,6.2,,9.7,7,77.0,91,True,A+
S01155,19.0,Male,Private,MSc/PhD,Yes,Yes,2.6,75.2,6.8,0,51.0,59,True,C
S01156,20.0,Male,Public,BSc,No,No,3.1,38.2,7.2,4,49.0,50,True,C
S01157,19.0,Female,Private,BSc,No,Yes,1.0,64.5,5.9,4,51.0,29,False,F
S01158,20.0,Male,Public,BSc,Yes,No,4.9,88.4,7.5,6,70.0,85,True,A+
S01159,21.0,Male,Private,Secondary,Yes,No,1.4,78.6,6.4,0,51.0,45,False,D
S01160,18.0,Male,Private,Primary,Yes,No,3.9,35.9,5.9,5,53.0,49,False,D
S01161,20.0,Male,Public,MSc/PhD,Yes,Yes,2.1,43.6,6.1,5,38.0,31,False,F
S01162,18.0,Male,Public,Secondary,Yes,No,3.8,,7.3,10,50.0,58,True,C
S01163,17.0,Male,Public,None,Yes,Yes,3.5,74.4,7.0,2,55.0,65,True,B
S01164,24.0,Female,Public,Secondary,No,Yes,1.9,95.6,5.7,8,59.0,65,True,B
S01165,17.0,Female,Public,Secondary,Yes,No,2.0,65.2,8.6,0,31.0,46,False,D
S01166,20.0,Female,Public,BSc,No,No,3.7,85.9,7.0,5,85.0,83,True,A+
S01167,18.0,Female,Private,None,No,No,2.3,50.0,6.0,8,54.0,39,False,F
S01168,23.0,Female,Private,BSc,Yes,Yes,1.0,,6.8,4,50.0,40,False,D
S01169,17.0,Male,Public,BSc,Yes,No,5.3,65.0,6.1,10,52.0,81,True,A+
S01170,25.0,Female,Private,BSc,Yes,Yes,4.0,56.6,8.4,9,63.0,82,True,A+
S01171,18.0,Male,Public,Primary,No,No,6.1,92.8,5.6,8,68.0,91,True,A+
S01172,20.0,Male,Private,BSc,Yes,No,2.2,94.8,7.3,2,38.0,48,False,D
S01173,25.0,Female,Private,Primary,yes,No,2.8,88.1,8.1,7,56.0,84,True,A+
S01174,24.0,Male,Public,Secondary,Yes,No,4.5,66.8,5.9,8,51.0,79,True,A
S01175,20.0,Female,Public,None,Yes,No,5.6,73.4,5.9,1,68.0,90,True,A+
S01176,17.0,Female,Public,Secondary, Yes ,No,6.1,,8.6,5,62.0,95,True,A+
S01177,16.0,Male,Private,Diploma,Yes,No,0.7,73.5,6.0,7,23.0,35,False,F
S01178,24.0,Female,Private,Secondary,Yes,Yes,,42.5,6.3,9,26.0,46,False,D
S01179,21.0,Female,Public,Secondary,Yes,No,4.7,40.3,8.5,0,38.0,65,True,B
S01180,21.0,Male,Public,Diploma,yes,No,2.0,41.6,5.7,8,43.0,42,False,D
S01181,21.0,Female,Public,Diploma,Yes,Yes,4.7,98.8,5.8,4,89.0,97,True,A+
S01182,18.0,Female,Private,Primary,Yes,Yes,5.2,81.6,8.5,3,95.0,96,True,A+
S01183,21.0,Female,Public,MSc/PhD,No,No,4.6,52.1,8.3,10,56.0,82,True,A+
S01184,19.0,Female,Public,BSc,Yes,No,3.2,99.4,6.7,2,61.0,64,True,B
S01185,23.0,Male,Public,BSc,Yes,No,3.0,63.4,6.7,0,46.0,52,True,C
S01186,22.0,Female,Private,Diploma,Yes,No,3.5,84.9,8.7,8,75.0,74,True,A
S01187,19.0,Male,Public,Secondary,Yes,Yes,5.9,79.4,7.7,6,67.0,99,True,A+
S01188,18.0,Female,Public,Secondary,Yes,Yes,5.3,77.7,6.7,4,90.0,98,True,A+
S01189,21.0,Male,Public,Secondary,Yes,No,0.8,67.2,8.1,0,65.0,48,False,D
S01190,24.0,Male,Private,Secondary,No,Yes,6.2,74.5,9.0,1,90.0,100,True,A+
S01191,22.0,Female,Public,Secondary,Yes,No,0.7,50.1,5.5,7,21.0,25,False,F
S01192,21.0,Male,Public,Secondary,Yes,No,5.8,96.1,7.4,2,88.0,96,True,A+
S01193,22.0,Male,Public,Secondary,Yes,No,2.8,47.7,8.5,10,46.0,52,True,C
S01194,23.0,Female,Public,Secondary,Yes,No,3.9,58.2,7.3,4,59.0,64,True,B
S01195,25.0,Female,Public,Primary,Yes,Yes,0.9,80.7,7.1,10,38.0,36,False,F
S01196,19.0,Female,Public,Secondary,Yes,Yes,,91.9,9.1,0,77.0,69,True,B
S01197,22.0,Female,Public,Primary,Yes,Yes,1.0,38.9,5.8,1,20.0,32,False,F
S01198,18.0,Female,Public,BSc,Yes,Yes,3.3,73.8,4.7,4,54.0,55,True,C
S01199,16.0,Female,Public,BSc,Yes,No,2.1,95.4,,9,43.0,61,True,B
S01200,24.0,Female,Private,Diploma,No,No,1.5,92.6,7.9,5,29.0,45,False,D
